observation_id,organism,antibiotic,facility,region,month,tested_isolates,resistant_isolates,resistance_rate,previous_resistance_rate,resistance_change,rolling_mean,rolling_std,trend_slope,facility_count,reporting_volume,threshold_distance,target_risk
OBS-00528,Klebsiella pneumoniae,Ciprofloxacin,St. Jude General Hospital,West District,2026-09,420,193,45.9,50.4,-4.5,47.6,4.6,-1.77,3,1355,10.9,0
OBS-00529,Enterococcus faecium,Ceftriaxone,Eastside Medical Center,Metro Central,2025-10,197,58,29.2,33.0,-3.8,30.2,3.5,-1.36,6,1506,-0.8,0
OBS-00530,Klebsiella pneumoniae,Colistin,Metro West Community Clinic,East District,2026-05,61,18,30.3,29.5,0.8,34.1,1.6,0.43,4,487,-4.7,0
OBS-00531,Escherichia coli,Ampicillin,Valley Health District,West District,2026-06,595,372,62.5,38.8,23.7,44.2,10.3,8.14,5,3275,22.5,1
OBS-00532,Enterococcus faecium,Ampicillin,Eastside Medical Center,Metro North,2025-11,500,88,17.6,16.2,1.5,15.0,3.2,0.71,3,1701,-12.4,0
OBS-00533,Staphylococcus aureus,Ciprofloxacin,Valley Health District,West District,2026-09,59,14,24.2,25.0,-0.8,26.3,2.5,0.1,3,544,-15.8,0
OBS-00534,Klebsiella pneumoniae,Colistin,Valley Health District,Metro Central,2026-08,234,86,36.9,35.2,1.7,34.4,2.0,0.45,7,1956,1.9,0
OBS-00535,Klebsiella pneumoniae,Ceftriaxone,Eastside Medical Center,East District,2026-04,153,98,64.0,62.3,1.7,60.5,2.0,0.34,6,1017,29.0,0
OBS-00536,Klebsiella pneumoniae,Meropenem,St. Jude General Hospital,Metro North,2025-11,236,139,58.9,39.1,19.8,43.8,8.9,7.14,8,1988,23.9,1
OBS-00537,Staphylococcus aureus,Ceftriaxone,Metro West Community Clinic,East District,2025-10,266,16,6.0,2.0,4.0,4.4,2.7,0.28,6,1956,-34.0,1
OBS-00538,Klebsiella pneumoniae,Gentamicin,North Suburbs Health Zone,Metro Central,2026-05,409,161,39.4,38.0,1.3,39.7,2.7,0.53,1,744,4.4,0
OBS-00539,Pseudomonas aeruginosa,Vancomycin,Valley Health District,Metro Central,2026-07,581,97,16.7,17.7,-1.0,16.3,1.5,-0.73,5,2975,-13.3,0
OBS-00540,Escherichia coli,Meropenem,Metro West Community Clinic,Metro Central,2025-11,584,319,54.7,37.2,17.5,40.5,8.3,5.9,4,2583,14.7,1
OBS-00541,Enterococcus faecium,Meropenem,Metro West Community Clinic,West District,2026-09,406,92,22.6,22.6,0.0,26.5,2.5,-0.44,2,1207,-7.4,0
OBS-00542,Escherichia coli,Meropenem,University Hospital Center,West District,2026-06,201,53,26.4,23.2,3.1,25.7,4.1,1.09,6,1529,-13.6,0
OBS-00543,Pseudomonas aeruginosa,Colistin,Metro West Community Clinic,East District,2026-03,480,139,29.1,24.6,4.5,27.1,3.6,1.25,7,3575,-0.9,0
OBS-00544,Klebsiella pneumoniae,Ampicillin,Metro West Community Clinic,East District,2026-03,498,85,17.0,41.3,-24.4,36.0,10.6,-8.21,8,4237,-18.0,0
OBS-00545,Escherichia coli,Ceftriaxone,University Hospital Center,East District,2025-10,267,68,25.6,26.4,-0.8,27.7,2.5,-0.51,5,1494,-14.4,1
OBS-00546,Enterococcus faecium,Vancomycin,Eastside Medical Center,Metro North,2025-11,511,225,43.9,26.7,17.3,29.7,9.5,6.31,1,743,13.9,1
OBS-00547,Klebsiella pneumoniae,Meropenem,Eastside Medical Center,East District,2025-11,262,57,21.6,19.2,2.4,18.8,2.6,0.32,7,1923,-13.4,0
OBS-00548,Klebsiella pneumoniae,Ampicillin,Valley Health District,Metro Central,2026-07,78,27,34.2,36.1,-2.0,38.4,3.3,-0.78,5,735,-0.8,0
OBS-00549,Pseudomonas aeruginosa,Colistin,North Suburbs Health Zone,West District,2025-11,51,13,26.4,30.2,-3.8,29.2,4.3,-1.27,4,578,-3.6,0
OBS-00550,Pseudomonas aeruginosa,Ceftriaxone,St. Jude General Hospital,East District,2026-06,374,122,32.6,27.1,5.5,30.3,4.8,2.0,3,1429,2.6,1
OBS-00551,Enterococcus faecium,Gentamicin,North Suburbs Health Zone,West District,2026-07,267,82,30.8,25.7,5.1,27.3,4.3,1.36,2,805,0.8,1
OBS-00552,Klebsiella pneumoniae,Colistin,St. Jude General Hospital,West District,2026-07,448,204,45.5,30.8,14.7,34.5,8.3,5.04,1,632,10.5,1
OBS-00553,Klebsiella pneumoniae,Vancomycin,University Hospital Center,West District,2026-06,539,228,42.3,40.2,2.1,42.8,3.3,0.78,4,2408,7.3,0
OBS-00554,Acinetobacter baumannii,Gentamicin,Metro West Community Clinic,Metro North,2026-01,312,137,44.0,47.4,-3.4,47.3,3.3,-1.53,2,894,19.0,0
OBS-00555,Escherichia coli,Ciprofloxacin,Valley Health District,West District,2026-04,396,148,37.5,39.5,-2.0,37.6,2.2,-0.81,6,2523,-2.5,0
OBS-00556,Escherichia coli,Vancomycin,Eastside Medical Center,Metro North,2026-03,189,86,45.5,20.8,24.7,23.6,9.7,8.25,8,1787,5.5,1
OBS-00557,Pseudomonas aeruginosa,Meropenem,Valley Health District,Metro Central,2025-11,288,67,23.3,17.7,5.5,19.6,4.9,2.25,1,655,-6.7,0
OBS-00558,Pseudomonas aeruginosa,Ciprofloxacin,Eastside Medical Center,Metro Central,2026-02,522,150,28.8,32.4,-3.6,31.8,3.8,-1.22,8,4237,-1.2,0
OBS-00559,Klebsiella pneumoniae,Meropenem,Metro West Community Clinic,East District,2026-06,184,75,40.9,26.2,14.7,27.8,7.8,5.09,8,1864,5.9,1
OBS-00560,Escherichia coli,Colistin,University Hospital Center,Metro Central,2026-02,317,77,24.2,21.1,3.2,19.8,4.1,1.35,4,1345,-15.8,0
OBS-00561,Escherichia coli,Ampicillin,Valley Health District,East District,2026-08,150,52,35.0,38.1,-3.1,39.6,3.1,-0.89,6,959,-5.0,0
OBS-00562,Staphylococcus aureus,Meropenem,North Suburbs Health Zone,Metro Central,2026-03,584,139,23.8,11.2,12.5,11.9,7.6,4.63,8,4767,-16.2,0
OBS-00563,Enterococcus faecium,Ciprofloxacin,St. Jude General Hospital,Metro North,2026-06,381,96,25.1,22.4,2.8,23.4,2.5,1.06,5,2205,-4.9,0
OBS-00564,Pseudomonas aeruginosa,Gentamicin,Eastside Medical Center,East District,2026-08,281,56,20.0,19.3,0.6,21.2,3.2,-0.12,5,1711,-10.0,0
OBS-00565,Pseudomonas aeruginosa,Ampicillin,St. Jude General Hospital,East District,2026-01,389,63,16.2,16.9,-0.7,16.7,3.2,-0.29,3,1418,-13.8,0
OBS-00566,Staphylococcus aureus,Ceftriaxone,Valley Health District,Metro North,2026-04,196,21,10.7,8.3,2.4,6.9,1.7,1.08,4,1052,-29.3,0
OBS-00567,Pseudomonas aeruginosa,Ampicillin,Metro West Community Clinic,Metro North,2026-01,594,207,34.8,30.0,4.9,31.5,4.0,2.07,3,2182,4.8,1
OBS-00568,Pseudomonas aeruginosa,Gentamicin,Valley Health District,Metro North,2026-04,201,106,53.0,32.7,20.2,37.3,9.4,7.44,3,815,23.0,1
OBS-00569,Klebsiella pneumoniae,Colistin,University Hospital Center,Metro Central,2026-03,461,132,28.5,33.1,-4.5,31.3,4.0,-1.35,7,3432,-6.5,0
OBS-00570,Enterococcus faecium,Gentamicin,Eastside Medical Center,Metro North,2026-01,174,40,23.2,8.2,15.0,12.9,8.0,5.22,2,492,-6.8,1
OBS-00571,Acinetobacter baumannii,Ceftriaxone,Metro West Community Clinic,Metro North,2026-07,276,90,32.7,32.1,0.6,35.1,2.8,-0.0,4,1167,7.7,0
OBS-00572,Staphylococcus aureus,Meropenem,Metro West Community Clinic,West District,2026-09,228,83,36.3,36.7,-0.4,36.6,2.8,-0.64,6,1616,-3.7,0
OBS-00573,Klebsiella pneumoniae,Meropenem,St. Jude General Hospital,West District,2025-10,462,245,53.0,48.1,4.9,48.0,4.2,1.44,5,2473,18.0,1
OBS-00574,Klebsiella pneumoniae,Ciprofloxacin,University Hospital Center,West District,2026-07,372,102,27.4,25.9,1.5,25.6,3.1,1.23,8,3260,-7.6,0
OBS-00575,Escherichia coli,Ceftriaxone,Valley Health District,West District,2026-09,443,136,30.7,29.3,1.4,31.9,3.6,0.81,6,3021,-9.3,0
OBS-00576,Acinetobacter baumannii,Ceftriaxone,Valley Health District,Metro Central,2026-06,502,196,39.1,28.2,10.9,28.7,6.2,3.51,2,1287,14.1,1
OBS-00577,Klebsiella pneumoniae,Ceftriaxone,Metro West Community Clinic,West District,2026-09,436,180,41.3,41.9,-0.5,44.4,1.9,0.46,1,750,6.3,0
OBS-00578,Klebsiella pneumoniae,Colistin,North Suburbs Health Zone,West District,2026-02,512,152,29.6,29.9,-0.3,31.3,3.3,0.0,5,2695,-5.4,0
OBS-00579,Escherichia coli,Gentamicin,Metro West Community Clinic,Metro North,2026-05,132,62,47.0,23.0,24.1,28.7,11.6,8.29,8,1362,7.0,1
OBS-00580,Enterococcus faecium,Ceftriaxone,University Hospital Center,West District,2026-04,501,173,34.6,18.6,16.0,22.2,7.7,5.36,6,3068,4.6,1
OBS-00581,Klebsiella pneumoniae,Ampicillin,St. Jude General Hospital,East District,2026-03,166,97,58.5,32.8,25.7,37.7,12.0,8.48,3,594,23.5,1
OBS-00582,Acinetobacter baumannii,Gentamicin,North Suburbs Health Zone,Metro North,2026-04,84,25,30.1,30.5,-0.4,28.1,1.7,-0.81,7,725,5.1,0
OBS-00583,Enterococcus faecium,Vancomycin,University Hospital Center,Metro North,2025-12,92,18,19.4,21.3,-1.9,22.5,2.3,-0.83,3,540,-10.6,0
OBS-00584,Staphylococcus aureus,Colistin,Valley Health District,Metro North,2025-11,247,58,23.3,25.8,-2.5,23.3,3.5,-0.99,3,792,-16.7,0
OBS-00585,Staphylococcus aureus,Ampicillin,North Suburbs Health Zone,Metro Central,2026-07,283,105,37.3,34.0,3.3,34.1,2.4,1.09,8,2425,-2.7,0
OBS-00586,Staphylococcus aureus,Ampicillin,St. Jude General Hospital,Metro Central,2026-01,252,9,3.6,19.8,-16.2,18.6,6.8,-5.29,5,1335,-36.4,0
OBS-00587,Klebsiella pneumoniae,Vancomycin,St. Jude General Hospital,East District,2026-03,90,45,49.5,39.8,9.6,42.3,4.9,2.8,2,285,14.5,1
OBS-00588,Enterococcus faecium,Colistin,Metro West Community Clinic,Metro North,2026-05,76,14,18.3,18.2,0.1,15.4,3.1,-0.12,6,553,-11.7,0
OBS-00589,Staphylococcus aureus,Vancomycin,St. Jude General Hospital,West District,2026-06,339,159,47.0,28.6,18.4,31.3,9.2,6.87,2,969,7.0,1
OBS-00590,Acinetobacter baumannii,Ampicillin,Metro West Community Clinic,Metro North,2026-09,99,48,48.0,46.1,1.9,47.1,2.3,1.12,4,501,23.0,0
OBS-00591,Acinetobacter baumannii,Ciprofloxacin,North Suburbs Health Zone,East District,2026-04,305,108,35.4,39.4,-3.9,37.8,3.5,-1.32,6,2149,10.4,0
OBS-00592,Klebsiella pneumoniae,Ceftriaxone,Metro West Community Clinic,West District,2026-06,544,324,59.6,55.0,4.6,55.9,3.4,1.42,8,4494,24.6,1
OBS-00593,Pseudomonas aeruginosa,Meropenem,St. Jude General Hospital,Metro Central,2025-10,160,51,31.8,33.4,-1.6,30.2,3.4,-0.63,8,1436,1.8,0
OBS-00594,Staphylococcus aureus,Ciprofloxacin,Eastside Medical Center,East District,2026-06,51,17,33.3,26.4,6.9,30.2,4.5,1.81,4,581,-6.7,0
OBS-00595,Escherichia coli,Colistin,Eastside Medical Center,East District,2025-10,381,115,30.1,37.3,-7.1,37.2,5.1,-2.28,2,986,-9.9,0
OBS-00596,Escherichia coli,Vancomycin,University Hospital Center,Metro North,2026-03,530,113,21.4,23.2,-1.9,21.6,2.1,-0.46,6,3472,-18.6,0
OBS-00597,Staphylococcus aureus,Meropenem,Valley Health District,West District,2026-06,513,135,26.4,24.8,1.5,24.9,3.9,0.06,6,3339,-13.6,0
OBS-00598,Acinetobacter baumannii,Colistin,Metro West Community Clinic,East District,2026-06,253,113,44.7,40.2,4.5,40.3,3.4,1.55,1,598,19.7,1
OBS-00599,Pseudomonas aeruginosa,Ciprofloxacin,University Hospital Center,East District,2025-10,424,84,19.8,18.2,1.6,19.3,1.8,0.09,6,2914,-10.2,0
OBS-00600,Acinetobacter baumannii,Ampicillin,University Hospital Center,Metro Central,2026-02,72,33,46.4,44.8,1.6,44.7,2.0,0.65,6,621,21.4,0
OBS-00601,Klebsiella pneumoniae,Colistin,North Suburbs Health Zone,East District,2026-01,219,102,46.7,41.8,4.9,43.8,2.9,0.8,5,1202,11.7,1
OBS-00602,Klebsiella pneumoniae,Ciprofloxacin,North Suburbs Health Zone,Metro Central,2026-05,234,75,32.2,32.2,0.1,30.8,3.3,-0.23,3,926,-2.8,0
OBS-00603,Acinetobacter baumannii,Colistin,Eastside Medical Center,Metro North,2025-11,250,77,30.6,30.7,-0.0,32.0,2.1,-0.24,3,818,5.6,0
OBS-00604,Acinetobacter baumannii,Ciprofloxacin,St. Jude General Hospital,East District,2025-10,381,126,33.2,42.6,-9.4,39.9,5.7,-2.66,2,1051,8.2,0
OBS-00605,Enterococcus faecium,Gentamicin,Eastside Medical Center,Metro Central,2026-07,254,51,20.2,22.1,-1.9,20.0,2.8,-0.33,5,1484,-9.8,0
OBS-00606,Acinetobacter baumannii,Colistin,North Suburbs Health Zone,Metro Central,2026-02,201,119,59.3,40.2,19.1,43.0,7.6,6.37,3,793,34.3,1
OBS-00607,Escherichia coli,Meropenem,Metro West Community Clinic,East District,2026-06,317,68,21.6,15.3,6.2,16.1,3.0,2.18,6,2024,-18.4,0
OBS-00608,Acinetobacter baumannii,Meropenem,University Hospital Center,Metro Central,2026-02,593,58,9.8,22.5,-12.7,19.5,7.2,-4.13,6,3835,-15.2,0
OBS-00609,Escherichia coli,Ciprofloxacin,North Suburbs Health Zone,Metro Central,2025-11,441,98,22.2,24.9,-2.7,23.5,2.8,-1.08,7,3228,-17.8,0
OBS-00610,Enterococcus faecium,Vancomycin,Valley Health District,West District,2026-07,359,120,33.4,35.1,-1.7,35.3,3.5,-0.27,6,2374,3.4,0
OBS-00611,Enterococcus faecium,Vancomycin,Metro West Community Clinic,Metro Central,2026-05,135,49,36.0,16.1,19.9,19.8,7.9,6.9,3,694,6.0,1
OBS-00612,Staphylococcus aureus,Ampicillin,University Hospital Center,Metro North,2025-12,412,262,63.7,48.4,15.3,51.7,7.1,5.3,5,2310,23.7,1
OBS-00613,Pseudomonas aeruginosa,Ampicillin,North Suburbs Health Zone,Metro Central,2025-11,155,45,29.2,26.6,2.6,24.9,3.5,1.21,8,1469,-0.8,0
OBS-00614,Pseudomonas aeruginosa,Vancomycin,Eastside Medical Center,Metro North,2026-06,455,84,18.4,21.4,-2.9,22.2,2.6,-0.57,2,1014,-11.6,0
OBS-00615,Pseudomonas aeruginosa,Ceftriaxone,North Suburbs Health Zone,West District,2026-07,284,84,29.7,33.3,-3.6,30.7,2.3,-1.86,7,2355,-0.3,0
OBS-00616,Staphylococcus aureus,Ampicillin,St. Jude General Hospital,East District,2026-01,485,141,29.0,25.3,3.7,25.3,4.6,1.05,7,3735,-11.0,0
OBS-00617,Klebsiella pneumoniae,Meropenem,Valley Health District,Metro Central,2026-09,157,36,22.8,26.5,-3.6,26.2,4.7,-1.17,8,1609,-12.2,0
OBS-00618,Escherichia coli,Vancomycin,North Suburbs Health Zone,Metro North,2026-02,111,26,23.5,8.1,15.5,14.3,8.3,5.02,7,1133,-16.5,1
OBS-00619,Staphylococcus aureus,Colistin,North Suburbs Health Zone,Metro Central,2025-11,182,75,41.1,35.6,5.5,35.3,3.8,2.53,4,1075,1.1,1
OBS-00620,Escherichia coli,Vancomycin,University Hospital Center,Metro North,2026-05,439,141,32.1,29.8,2.3,28.6,2.1,1.14,5,2560,-7.9,0
OBS-00621,Enterococcus faecium,Colistin,Eastside Medical Center,East District,2026-04,131,51,38.8,20.8,18.0,22.8,9.3,6.14,6,1134,8.8,1
OBS-00622,Klebsiella pneumoniae,Vancomycin,Eastside Medical Center,Metro Central,2026-03,40,10,26.1,32.3,-6.2,31.5,4.3,-1.75,1,376,-8.9,0
OBS-00623,Pseudomonas aeruginosa,Vancomycin,St. Jude General Hospital,Metro North,2026-04,365,29,8.0,12.0,-4.0,10.8,2.5,-0.97,7,2800,-22.0,0
OBS-00624,Klebsiella pneumoniae,Gentamicin,University Hospital Center,West District,2025-12,433,189,43.7,39.1,4.6,38.7,4.2,2.3,4,1966,8.7,1
OBS-00625,Enterococcus faecium,Meropenem,University Hospital Center,Metro Central,2025-11,187,58,30.9,31.5,-0.6,32.7,1.9,-0.25,1,486,0.9,0
OBS-00626,Klebsiella pneumoniae,Ciprofloxacin,University Hospital Center,West District,2026-05,224,79,35.2,38.9,-3.8,41.8,2.5,-1.21,7,1850,0.2,0
OBS-00627,Staphylococcus aureus,Ampicillin,Eastside Medical Center,Metro North,2025-12,47,11,23.5,21.8,1.7,25.3,1.7,0.67,7,674,-16.5,0
OBS-00628,Enterococcus faecium,Ceftriaxone,Eastside Medical Center,West District,2026-06,74,12,16.4,15.1,1.4,15.1,3.5,0.44,6,513,-13.6,0
OBS-00629,Escherichia coli,Ceftriaxone,North Suburbs Health Zone,Metro Central,2025-12,516,271,52.5,35.6,16.9,38.4,7.3,6.39,5,2894,12.5,1
OBS-00630,Staphylococcus aureus,Gentamicin,Valley Health District,Metro Central,2026-08,94,15,15.5,13.0,2.5,10.7,3.9,1.24,5,695,-24.5,1
OBS-00631,Staphylococcus aureus,Ceftriaxone,North Suburbs Health Zone,East District,2026-04,341,156,45.8,28.9,16.9,34.2,7.7,5.4,6,2244,5.8,1
OBS-00632,Pseudomonas aeruginosa,Gentamicin,Metro West Community Clinic,East District,2025-10,213,103,48.2,33.3,14.9,36.2,7.3,4.63,8,2047,18.2,1
OBS-00633,Acinetobacter baumannii,Ciprofloxacin,Eastside Medical Center,West District,2025-11,557,198,35.6,33.5,2.1,35.7,3.8,0.51,3,1760,10.6,0
OBS-00634,Klebsiella pneumoniae,Ceftriaxone,Eastside Medical Center,East District,2026-02,154,71,46.3,30.1,16.2,30.0,9.0,5.53,1,513,11.3,1
OBS-00635,Staphylococcus aureus,Colistin,University Hospital Center,East District,2026-09,536,287,53.6,53.5,0.1,52.7,1.9,0.21,4,2286,13.6,0
OBS-00636,Pseudomonas aeruginosa,Ciprofloxacin,University Hospital Center,Metro North,2026-05,432,76,17.5,17.1,0.4,17.9,2.9,0.08,7,3195,-12.5,0
OBS-00637,Klebsiella pneumoniae,Meropenem,Metro West Community Clinic,East District,2025-10,158,70,44.6,30.9,13.6,34.6,7.3,4.6,5,866,9.6,1
OBS-00638,Enterococcus faecium,Vancomycin,Metro West Community Clinic,Metro North,2026-04,525,226,43.0,23.3,19.7,26.3,8.8,6.73,7,3859,13.0,0
OBS-00639,Staphylococcus aureus,Ampicillin,Valley Health District,East District,2026-06,139,42,29.9,35.1,-5.3,36.1,3.3,-1.88,1,461,-10.1,0
OBS-00640,Staphylococcus aureus,Ceftriaxone,Valley Health District,East District,2026-03,313,84,26.9,20.6,6.3,20.6,4.8,2.03,5,1665,-13.1,0
OBS-00641,Staphylococcus aureus,Vancomycin,Valley Health District,Metro North,2026-09,572,119,20.7,21.8,-1.1,21.1,3.4,-0.4,4,2510,-19.3,0
OBS-00642,Pseudomonas aeruginosa,Ceftriaxone,St. Jude General Hospital,Metro Central,2025-11,461,72,15.7,20.8,-5.1,20.2,3.9,-1.56,1,561,-14.3,0
OBS-00643,Pseudomonas aeruginosa,Meropenem,Valley Health District,East District,2026-02,74,21,27.9,23.0,5.0,26.1,3.6,1.75,4,358,-2.1,0
OBS-00644,Acinetobacter baumannii,Gentamicin,University Hospital Center,Metro Central,2026-09,128,97,75.8,54.3,21.5,61.1,10.6,6.97,2,615,50.8,1
OBS-00645,Acinetobacter baumannii,Vancomycin,University Hospital Center,Metro Central,2026-09,299,119,39.7,40.3,-0.7,42.0,2.2,-0.18,3,1097,14.7,0
OBS-00646,Enterococcus faecium,Ampicillin,Eastside Medical Center,West District,2026-09,303,92,30.3,30.9,-0.5,31.7,2.3,-0.36,6,1950,0.3,0
OBS-00647,Escherichia coli,Ampicillin,North Suburbs Health Zone,East District,2025-10,311,53,17.1,16.4,0.7,13.8,1.2,0.54,5,1696,-22.9,0
OBS-00648,Klebsiella pneumoniae,Ceftriaxone,North Suburbs Health Zone,Metro North,2026-08,151,77,50.9,53.1,-2.2,54.6,3.7,-1.2,8,1331,15.9,0
OBS-00649,Acinetobacter baumannii,Gentamicin,St. Jude General Hospital,West District,2026-09,145,87,59.7,36.7,23.0,42.2,9.6,8.33,5,792,34.7,1
OBS-00650,Staphylococcus aureus,Ciprofloxacin,North Suburbs Health Zone,Metro North,2026-08,78,32,40.5,42.8,-2.4,42.9,4.2,-0.62,1,468,0.5,0
OBS-00651,Pseudomonas aeruginosa,Ampicillin,Metro West Community Clinic,Metro Central,2026-06,529,71,13.5,15.8,-2.3,13.8,3.1,-1.23,8,4505,-16.5,0
OBS-00652,Escherichia coli,Ceftriaxone,University Hospital Center,Metro Central,2026-04,164,47,28.9,29.7,-0.9,27.8,3.2,-0.64,8,1652,-11.1,0
OBS-00653,Pseudomonas aeruginosa,Gentamicin,Eastside Medical Center,West District,2025-10,414,80,19.4,23.2,-3.8,23.0,2.8,-1.07,2,1151,-10.6,0
OBS-00654,Staphylococcus aureus,Vancomycin,Eastside Medical Center,Metro North,2025-12,433,219,50.7,25.7,25.0,29.8,9.7,8.29,1,821,10.7,1
OBS-00655,Enterococcus faecium,Gentamicin,Eastside Medical Center,West District,2025-11,234,2,1.0,9.7,-8.7,10.0,5.4,-2.94,8,1993,-29.0,0
OBS-00656,Klebsiella pneumoniae,Ampicillin,North Suburbs Health Zone,Metro Central,2026-06,551,175,31.8,37.6,-5.9,38.7,5.5,-2.66,5,3078,-3.2,0
OBS-00657,Escherichia coli,Ciprofloxacin,Eastside Medical Center,Metro Central,2026-03,455,143,31.4,34.7,-3.4,35.5,4.4,-0.79,1,565,-8.6,0
OBS-00658,Acinetobacter baumannii,Ampicillin,Valley Health District,Metro North,2026-09,113,19,16.6,16.7,-0.1,15.8,3.1,-0.27,4,520,-8.4,0
OBS-00659,Escherichia coli,Ampicillin,Metro West Community Clinic,Metro Central,2026-01,54,21,39.7,37.2,2.4,36.9,4.2,0.76,3,300,-0.3,0
OBS-00660,Escherichia coli,Ampicillin,Metro West Community Clinic,Metro North,2026-07,148,41,28.0,24.8,3.1,24.9,2.1,1.3,2,404,-12.0,0
OBS-00661,Klebsiella pneumoniae,Ciprofloxacin,University Hospital Center,West District,2026-03,372,113,30.4,30.2,0.2,29.3,2.1,-0.35,7,2715,-4.6,0
OBS-00662,Klebsiella pneumoniae,Colistin,University Hospital Center,Metro Central,2026-07,383,9,2.3,21.7,-19.4,18.2,9.8,-6.94,3,1231,-32.7,0
OBS-00663,Enterococcus faecium,Colistin,Metro West Community Clinic,Metro North,2026-05,81,28,34.2,20.1,14.1,23.6,6.5,4.24,4,442,4.2,1
OBS-00664,Klebsiella pneumoniae,Ciprofloxacin,North Suburbs Health Zone,Metro Central,2025-10,223,43,19.3,20.5,-1.2,20.5,1.3,0.23,1,318,-15.7,0
OBS-00665,Pseudomonas aeruginosa,Ampicillin,Valley Health District,West District,2026-09,251,51,20.2,18.1,2.0,16.8,2.2,0.27,3,876,-9.8,0
OBS-00666,Staphylococcus aureus,Meropenem,University Hospital Center,Metro Central,2026-07,551,88,16.0,21.0,-4.9,19.2,4.3,-1.43,3,2016,-24.0,0
OBS-00667,Pseudomonas aeruginosa,Colistin,North Suburbs Health Zone,Metro Central,2026-06,236,75,31.7,32.8,-1.1,34.3,1.6,-0.68,4,1054,1.7,0
OBS-00668,Acinetobacter baumannii,Colistin,Metro West Community Clinic,Metro North,2026-05,323,235,72.7,51.3,21.4,55.0,11.0,7.05,4,1369,47.7,1
OBS-00669,Staphylococcus aureus,Ampicillin,University Hospital Center,Metro North,2026-08,95,45,47.3,40.7,6.6,41.4,4.4,2.48,1,475,7.3,1
OBS-00670,Pseudomonas aeruginosa,Colistin,Metro West Community Clinic,West District,2025-10,93,30,32.5,14.5,18.0,20.7,8.0,6.46,2,511,2.5,1
OBS-00671,Escherichia coli,Ciprofloxacin,University Hospital Center,West District,2026-07,469,174,37.1,33.7,3.4,35.2,3.5,0.75,6,2965,-2.9,0
OBS-00672,Klebsiella pneumoniae,Vancomycin,St. Jude General Hospital,East District,2026-01,282,81,28.7,31.2,-2.5,32.0,4.0,-1.01,2,825,-6.3,0
OBS-00673,Klebsiella pneumoniae,Ciprofloxacin,North Suburbs Health Zone,West District,2025-10,188,95,50.3,46.9,3.4,50.2,3.6,1.43,7,1476,15.3,1
OBS-00674,Staphylococcus aureus,Colistin,University Hospital Center,West District,2026-09,407,186,45.8,51.4,-5.6,49.5,4.8,-1.58,4,1816,5.8,0
OBS-00675,Enterococcus faecium,Ceftriaxone,St. Jude General Hospital,East District,2025-12,516,98,19.1,16.7,2.4,15.2,3.7,0.91,2,1316,-10.9,0
OBS-00676,Klebsiella pneumoniae,Colistin,Metro West Community Clinic,Metro North,2026-08,275,70,25.4,28.1,-2.8,29.4,3.1,-1.02,3,919,-9.6,0
OBS-00677,Klebsiella pneumoniae,Ceftriaxone,North Suburbs Health Zone,West District,2026-02,478,203,42.4,43.3,-0.9,43.1,1.3,-0.73,1,654,7.4,0
OBS-00678,Klebsiella pneumoniae,Ceftriaxone,University Hospital Center,Metro Central,2026-04,81,43,52.8,57.1,-4.3,56.5,3.1,-1.35,1,371,17.8,0
OBS-00679,Staphylococcus aureus,Ceftriaxone,North Suburbs Health Zone,West District,2026-09,503,185,36.8,30.9,5.9,35.0,4.2,1.3,2,1309,-3.2,0
OBS-00680,Escherichia coli,Gentamicin,Valley Health District,West District,2026-01,407,163,40.1,40.5,-0.4,41.5,1.3,-0.53,3,1422,0.1,0
OBS-00681,Escherichia coli,Ampicillin,Valley Health District,East District,2025-12,64,30,47.1,40.3,6.9,42.0,5.6,2.56,8,794,7.1,1
OBS-00682,Enterococcus faecium,Ampicillin,University Hospital Center,East District,2026-08,41,23,55.0,33.5,21.5,37.6,8.3,7.27,8,699,25.0,1
OBS-00683,Escherichia coli,Colistin,North Suburbs Health Zone,East District,2026-09,122,28,22.7,25.0,-2.3,26.3,3.2,-0.19,4,855,-17.3,0
OBS-00684,Escherichia coli,Ceftriaxone,Valley Health District,East District,2025-10,432,161,37.2,41.3,-4.2,37.5,2.6,-1.12,2,1101,-2.8,0
OBS-00685,Pseudomonas aeruginosa,Meropenem,Valley Health District,Metro Central,2026-06,181,53,29.3,26.9,2.5,27.0,3.6,0.48,4,945,-0.7,0
OBS-00686,Staphylococcus aureus,Gentamicin,Metro West Community Clinic,Metro North,2026-09,368,98,26.6,25.5,1.2,23.8,1.3,0.1,4,1702,-13.4,0
OBS-00687,Staphylococcus aureus,Colistin,St. Jude General Hospital,Metro Central,2026-03,503,225,44.7,44.0,0.7,44.3,2.4,0.45,6,3316,4.7,0
